"","id","id.1","headline","google","deepl","gold","dutch_lemmas","google_lemmas","deepl_lemmas","nrc_postive_nl","nrc_negative_nl","nrc_fear_nl","nrc_trust_nl","nrc_postive_google","nrc_negative_google","nrc_fear_google","nrc_trust_google","nrc_postive_deepl","nrc_negative_deepl","nrc_fear_deepl","nrc_trust_deepl","db_hope_nl","db_fear_nl","db_hope_google","db_fear_google","db_hope_deepl","db_fear_deepl","LMD_negative_google","LMD_positive_google","LMD_uncertainty_google","LMD_littigious_google","LMD_constraining_google","LMD_superfluous_google","LMD_interesting_google","LMD_modelwordsstrong_google","LMD_negativedeepl_","LMD_positive_deepl","LMD_uncertainty_deepl","LMD_littigious_deepl","LMD_constraining_deepl","LMD_superfluous_deepl","LMD_interesting_deepl","LMD_modelwordsstrong_deepl","AFINN_negative_google","AFINN_positive_google","AFINN_negative_deepl","AFINN_positive_deepl","HuLiu_negative_google","HuLiu_positive_google","HuLiu_negative_deepl","HuLiu_positive_deepl","LSD_negative_google","LSD_positive_google","LSD_negative_deepl","LSD_positive_deepl","geninq_positive_google","geninq_negative_google","geninq_deepl_positive","geninq_deepl_negative","rid_positiveaffect_google","rid_anxiety_google","rid_sadness_google","rid_glory_google","rid_positiveaffect_deepl","rid_anxiety_deepl","rid_sadness_deepl","rid_glory_deepl"
"53",53,150285231,"Inflatie in Nederland gezakt naar nulpunt","Inflation down to zero in the Netherlands","Inflation in the Netherlands has fallen to zero",0,"Inflatie in Nederland zken naar nulpunt","inflation down to zero in the Netherlands","inflation in the Netherlands have fall to zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"54",54,150285232,"Webwinkel Zalando boekt eerste winst","Webshop Zalando makes the first profit","Webshop Zalando makes first profit",1,"Webwinkel Zalando boken één winst","Webshop Zalando make the first profit","Webshop Zalando make first profit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
"55",55,150285254,"IEA voorziet mogelijk herstel van olieprijs","IEA provides for possible oil price recovery","IEA foresees possible recovery of oil price",1,"Iea voorziet mogelijk herstel van olieprijs","IEA provide for possible oil price recovery","IEA foresee possible recovery of oil price",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"56",56,150285303,"Opeens is er groei in heel Europa","Suddenly there is growth all over Europe","Suddenly there is growth across Europe",1,"opeens zijn er groei in heel Europa","suddenly there be growth all over Europe","suddenly there be growth across Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",57,150285706,"Werkgelegenheid EU is verbeterd","Employment EU has improved","EU employment has improved",1,"werkgelegenheid Eu zijn verbeteren","employment EU have improve","EU employment have improve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"58",58,150285949,"Vergrijzing remt huizenprijzen","Aging inhibits house prices","Ageing inhibits house prices",0,"Vergrijzing rmen huizenprijzen","A inhibit 's house price","Age inhibit 's house price",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"59",59,150285997,"`Klein bedrijf meest gebaat bij akkoord met VS","`Small business benefits most from agreement with the US","`Small business benefits most from agreement with the US",0,"`Klein bedrijf veel baten bij akkoord met VS","` small business benefit most from agreement with the US","` small business benefit most from agreement with the US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
"60",60,150286193,"Breng gevaren fondsen in kaart","Map dangers funds","Map dangers funds",0,"Breng gevaren fonds in kaart","map danger fund","map danger fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"61",61,150286207,"Een zomers scenario","A summer scenario","Een zomers scenario",1,"een zomer scenario","a summer scenario","Een zomer scenario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",62,150286325,"Ziek van vrijhandel","Ill of free trade","Ill from free trade",-1,"ziek van vrijhandel","Ill of free trade","Ill from free trade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"63",63,150286328,"Zwakke start beursjaar","Weak start of the stock market year","Weak start of the exhibition year",-1,"Zwakk start beursjaar","weak start of the stock market year","weak start of the exhibition year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"64",64,150286710,"Bronzen pensioenstelsel maakt Nederland gevaarlijk illiquide","Bronze pension system makes the Netherlands dangerously illiquid","Bronze pension system makes the Netherlands dangerously illiquid",-1,"bronzen pensioenstelsel maken Nederland gevaarlijk illiquien","bronze pension system make the Netherlands dangerously illiquid","bronze pension system make the Netherlands dangerously illiquid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
"65",65,150286729,"Noodlijdend Oekraine hoopt op IMF-noodkrediet","Distressed Ukraine hopes for IMF emergency credit","Urgent Ukraine hopes for IMF emergency credit",-1,"Noodlijdend Oekraine hopen op IMF-noodkrediet","Distress Ukraine hope for Imf emergency credit","urgent Ukraine hope for IMF emergency credit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,2,0,2,2,2,1,2,2,2,2,1,0,1,0,0,0,0,0,0
"66",66,150286991,"Huizenverkopen VS gedaald","US home sales dropped","US house sales down",-1,"Huizenverkoop VS dalen","US home sale drop","US house sale down",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"67",67,150287149,"Commerzbank voorziet nieuwe tegenslagen","Commerzbank anticipates new setbacks","Commerzbank anticipates new setbacks",-1,"Commerzbank voorzien nieuw tegenslag","Commerzbank anticipate new setback","Commerzbank anticipate new setback",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",68,150287150,"Lening tegen laagste rente ooit","Loan at lowest interest ever","Loan at lowest interest rate ever",1,"lening tegen laag rente ooit","loan at lowest interest ever","loan at lowest interest rate ever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"69",69,150287152,"Snelle daling van inflatie goed voor de koopkracht","Rapid decline in inflation good for purchasing power","Rapid decline in inflation good for purchasing power",1,"snel daling van inflatie goed voor de koopkracht","rapid decline in inflation good for purchase power","rapid decline in inflation good for purchase power",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,2,1,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0
"70",70,150287153,"Webwinkelgigant Zalando maakt voor het eerst sinds bestaan winst","Web store giant Zalando is making a profit for the first time since its existence","Web store giant Zalando makes profit for the first time in existence",1,"Webwinkelgigant Zalando maken voor het één sinds bestaan winst","web store giant Zalando be make a profit for the first time since its existence","web store gian Zalando make profit for the first time in existence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
"71",71,150287154,"Zweedse centrale bank stapt over op negatieve rente","The Swedish central bank switches to negative interest rates","Swedish central bank switches to negative interest rate",0,"Zweeds centraal bank stappen over op negatief rente","the swedish central bank switch to negativing interest rate","swedish central bank switch to negativing interest rate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"72",72,150287155,"State of the market","State of the market","State of the market",0,"State of the market","State of the market","State of the market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",73,150287158,"Minder gas winnen hoeft geen geld te kosten","Winning less gas does not have to cost money","Winning less gas does not have to cost money",0,"weinig gas winnen hobben geen geld te kosten","win less gas do not have to cost money","win less gas do not have to cost money",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"74",74,150287160,"`Britse inflatie zal verder dalen","British inflation will continue to fall","British inflation will continue to fall",NA,"`Brits inflatie zullen verder dalen","british inflation will continue to fall","british inflation will continue to fall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"75",75,150287733,"FNV pleit voor crisispakket pensioenfondsen","FNV argues for crisis package pension funds","FNV advocates crisis package for pension funds",0,"Fnv pleiten voor crisispakket pensioenfonds","haFnve argue for crisis package pension fund","haFnve advocate crisis package for pension fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0
"76",76,150289181,"EU-miljardenfonds creeert 34.000 banen in Nederland","EU billion fund creates 34,000 jobs in the Netherlands","EU billion fund creates 34,000 jobs in the Netherlands",1,"EU-miljardenfonds creeren 34.000 ban in Nederland","EU billion fund create 34,000 job in the Netherlands","EU billion fund create 34,000 job in the Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"77",77,150289763,"Geld rolt weer","Money rolls again","Money rolls again",1,"geld rolen weer","money roll again","money roll again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",78,150290047,"Griekenland met blufpoker op weg naar de verlenging","Greece with bluff poker on the way to the extension","Greece with blufpoker on its way to the extension",0,"Griekenland met blufpoker op weg naar de verlenging","Greece with bluff poker on the way to the extension","Greece with blufpoker on its way to the extension",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",79,150290282,"Cijfers uit VS drukken sentiment op beurzen","Figures from the US express sentiment at trade fairs","US figures print sentiment on stock exchanges",-1,"Cijfer uit VS drukken sentiment op beurs","figure from the US express sentiment at trade fair","US figure print sentiment on stock exchange",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"80",80,150290740,"ECB geeft Grieken lucht","ECB gives Greeks air","ECB gives Greece air",NA,"ECB geven Grieken lucht","ECB give Greeks air","ECB give Greece air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"81",81,150290814,"Rechtsbijstand moet zuiniger","Legal aid must be more economical","Legal aid should be more economical",0,"Rechtsbijstand moeten zuinig","legal aid must be more economical","legal aid should be more economical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
"82",82,150290877,"Voorstel komt te snel, eerst even uitblazen","Proposal comes too quickly, first blow out","Proposal comes too fast, first blow out a little",0,"voorstel komen te snel , eerst even uitblazen","proposal come too quickly , first blow out","proposal come too fast , first blow out a little",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0
"83",83,150291001,"Banken lonken naar - sommige - zzpers","Banks beckon to - some - self-employed people","Banks beckon at - some - zzpers",0,"Bank lonken naar - sommig - zzper","bank beckon to - some - self - employ people","bank beckon at - some - zzper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",84,150291466,"Burger is wakker: TTIP komt eraan","Burger is awake: TTIP is coming","Burger is awake: TTIP is coming",0,"burger zijn wakk : TTIP komen eraan","Burger be awake : Ttip be come","Burger be awake : Ttip be come",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",85,150291742,"Jongeren boos om oneerlijk laag minimumloon","Young people angry at unfair low minimum wage","Young people angry at unfair low minimum wage",-1,"jong boos om oneerlijk laag minimumloon","young people angry at unfair low minimum wage","young people angry at unfair low minimum wage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0
"86",86,150291782,"In een dag 300 mln. aan spaargeld weg","In one day 300 million worth of savings","300 million in savings in one day away",-1,"in een dag 300 mln . aan spaargeld weg","in one day 300 million worth of savings","300 million in savings in one day away",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"87",87,150291802,"Kans op tijdige oplossing Griekse crisis minimaal","Opportunity for a timely solution Greek crisis minimal","Chance of timely resolution of Greek crisis minimal",-1,"kans op tijdig oplossing Grieks crisis minimaal","opportunity for a timely solution greek crisis minimal","chance of timely resolution of greek crisis minimal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0,0,0,1,0,0
"88",88,150292190,"G20-top in teken van Grexit en dreigende valuta-oorlog","G20 summit in sign of Grexit and threatening currency war","G20 summit in the sign of Grexit and imminent currency war",-1,"G20-top in teken van Grexit en dreigen valuta-oorlog","G20 summit in sign of Grexit and threaten currency war","G20 summit in the sign of Grexit and imminent currency war",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0
"89",89,150292612,"Asscher: Wet flexwerk niet na paar incidenten aanpassen","Asscher: Do not adjust flex work after a few incidents","Asscher: Act flexwork not after few incidents adjust",0,"Asscher : wet flexwerk niet na paar incident aanpassen","Asscher : do not adjust flex work after a few incidents","Asscher : act flexwork not after few incidents adjust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"90",90,150292974,"Triodos wil sterker inzetten op hypotheken","Triodos wants to bet stronger on mortgages","Triodos wants to focus more on mortgages",0,"Triodos willen sterk inzet op hypothek","Triodos want to bet stronger on mortgage","Triodos want to focus more on mortgage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",91,163416476,"WW teruggeschroefd","WW scaled back","WW scaled down",-1,"Ww teruggeschroefd","WW scal back","WW scal down",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"92",92,163464790,"Geen lagere belastingen maar banen","No lower taxes but jobs","No lower taxes but jobs",0,"geen laag belasting maar ban","no lower tax but job","no lower tax but job",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"93",93,163500076,"Hypotheekaanvragen stijgen explosief door aantrekkende woningmarkt","Mortgage applications are rising explosively due to the attractive housing market","Mortgage applications rise explosively due to the recovery of the housing market",1,"Hypotheekaanvrag stijgen explosief door aantrekken woningmarken","Mortgage applications be rise explosively due to the attractive housing market","Mortgage applications rise explosively due to the recovery of the housing market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"94",94,164107322,"V&D : geen loonoffer, wel 400 ontslagen","V &D: no salary sacrifice, 400 dismissals","V&D : no wage sacrifice, but 400 redundancies",-1,"V&D : geen loonoffer , wel 400 ontslag","have & : no salary sacrifice , 400 dismissal","V&d : no wage sacrifice , but 400 redundancy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
"95",95,164107571,"Het gevecht voor 15 dollar per uur","The fight for 15 dollars per hour","Het gevecht voor 15 dollar per uur",0,"het vechten voor 15 dollar per uur","the fight for 15 dollar per hour","Het gevecht voor 15 dollar per uur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"96",96,164107572,"V&D schrapt 400 banen, lonen hoeven niet omlaag","V &D scrapes 400 jobs, wages do not have to go down","V&D deletes 400 jobs, wages do not have to be reduced",-1,"V&D schrappen 400 ban , lonen hoijven niet omlaag","have &D scrape 400 job , wage do not have to go down","V&d delete 400 job , wage do not have to be reduce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"97",97,164107832,"Huurstijging bepaald door kwaliteit woning","Rental increase determined by quality property","Rent increase determined by the quality of the home",0,"Huurstijging bepalen door kwaliteit woning","rental increase determine by quality property","rent increase determine by the quality of the home",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0
"98",98,18231,"Hulpprogramma Griekenland wordt niet verlengd","The Greece aid program is not being extended","The aid programme for Greece will not be extended",-1,"Hulpprogramma Griekenland worden niet verlengen","the Greece aid program be not be extend","the aid programme for Greece will not be extend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"99",99,150282119,"Moeders werken dankzij de omas; Ouders creatief in omzeilen dure kinderopvang","Mothers work thanks to the grandmothers; Parents get creative in bypassing expensive childcare","Mothers work thanks to the omas; Parents creative in bypassing expensive childcare",0,"Moeder werken dankzij de omas ; ouder creatief in omzeil dur kinderopvang","mothers work thanks to the grandmother ; Parents get creative in bypass expensive childcare","mothers work thanks to the oma ; Parents creative in bypass expensive childcare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,1,2,1,0,2,0,2,1,2,1,1,0,0,0,0,0,0,0,0
"100",100,34831,"Knot vindt geldpers aanzetten paardenmiddel voor half procent i","Knot thinks the money press is starting equine substance for half percent i","Knot finds cash press turn on horse medicine for half percent i",NA,"Knot vinden geldper aanzetten paardenmiddel voor half procent us","Knot think the money press be start equine substance for half percent I","Knot find cash press turn on horse medicine for half percent I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"101",101,148572031,"UWV blokkeert ontslag van 158 man bij Heijmans","UWV blocks the dismissal of 158 employees at Heijmans","UWV blocks dismissal of 158 people at Heijmans",-1,"UWV blokkeren ontslag van 158 man bij Heijmans","UWV block the dismissal of 158 employee at Heijmans","haUwve block dismissal of 158 people at Heijmans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
"102",102,148572094,"De secretaresse heet nu management assistant","The secretary is now called management assistant","The secretary is now called a management assistant.",NA,"de secretaresse heten nu management assistant","the secretary be now call management assistant","the secretary be now call a management assistant .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"103",103,150281308,"Griekenland betaalt IMF","Greece pays IMF","Greece pays IMF",NA,"Griekenland betalen IMF","Greece pay IMF","Greece pay IMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"104",104,150281905,"Bol.com haalt V","Bol.com makes V","Bol.com gets V",NA,"Bol.com halen v","Bol.com make V","Bol.com get V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"105",105,150284144,"Vaste baan is niet langer de norm","Permanent employment is no longer the norm","Fixed track is no longer the norm",-1,"vast baan zijn niet lang de norm","permanent employment be no longer the norm","fix track be no longer the norm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"106",106,150285296,"Oppositie wilde ook `mes in veiligheid","Opposition also wanted a knife in safety","Opposition also wanted knife in safety",NA,"oppositie willen ook `me in veiligheid","opposition also want a knife in safety","opposition also want knife in safety",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0
"107",107,150285763,"Groei- en banencijfers zetten druk op onderhandelingen met Grieken","Growth and job figures put pressure on negotiations with Greeks","Growth and employment figures put pressure on negotiations with Greeks",0,"Groei- en banencijfer zetten druk op onderhandeling met Grieken","growth and job figure put pressure on negotiation with Greeks","growth and employment figure put pressure on negotiation with Greeks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",108,150285942,"Brussel ligt dwars bij nieuw instituut voor hypotheken","Brussels is at odds with a new institute for mortgages","Brussels is bordering on new institute for mortgages",-1,"Brussel liggen dwars bij nieuw instituut voor hypothek","Brussels be at odd with a new institute for mortgage","Brussels be border on new institute for mortgage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"109",109,150286406,"Het lukt de AEX maar niet door de 500 puntengrens te breken +7,2% -9,3%","The AEX succeeds but cannot break through the 500 point limit + 7.2% -9.3%","The AEX succeeds, but not by breaking the 500 point limit +7.2% -9.3%.",-1,"het lukken de AEX maar niet door de 500 puntengrens te breken +7,2% -9,3%","the AEX succeed but can not break through the 500 point limit + 7.2 % - 9.3 %","the AEX succeed , but not by break the 500 point limit +7.2 % - 9.3 % .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0
