ID;icr;Codeur;V8;Length;Source;outlet;DFT;Pagina;date;Day_in_2015;Economisch;Context;Toon_Kop;Posit_Nega;Hoofd_OW;CAP_onderw;Locatie;Locatie_TEXT;Onzekerhei;headline
33171;1;9;8/20/2016 9:37:43;146;2;22; ; ;7/12/2015 11:52:07;193;0; ; ; ; ; ; ; ; ;Luxemburg waarschuwt voor tweespalt Grexit
33171;1;21;8/29/2016 23:19:41;146;2;22; ; ;7/12/2015 11:52:07;193;1;1;0;9;10;112;30; ;0;Luxemburg waarschuwt voor tweespalt Grexit
33235;1;6;8/22/2016 9:10:09;461;2;22; ; ;7/13/2015 6:34:07;194;1;1;1;9;25;112;33; ;0;'Beurshandel in teken Grieks marathonoverleg'
33235;1;9;8/19/2016 10:16:13;461;2;22; ; ;7/13/2015 6:34:07;194;1;1;1;9;25;112;33; ;1;'Beurshandel in teken Grieks marathonoverleg'
33235;1;21;8/29/2016 12:32:42;461;2;22; ; ;7/13/2015 6:34:07;194;1;1;1;5;25;96;33; ;1;'Beurshandel in teken Grieks marathonoverleg'
33941;1;6;8/17/2016 8:56:04;158;2;22; ; ;7/23/2015 5:54:07;204;0; ; ; ; ; ; ; ; ;Kleine omzetgroei voor STMicroelectronics
33941;1;9;8/18/2016 17:51:01;158;2;22; ; ;7/23/2015 5:54:07;204;0; ; ; ; ; ; ; ; ;Kleine omzetgroei voor STMicroelectronics
33941;1;21;8/28/2016 20:39:04;158;2;22; ; ;7/23/2015 5:54:07;204;0; ; ; ; ; ; ; ; ;Kleine omzetgroei voor STMicroelectronics
34371;1;6;8/22/2016 9:42:57;100;2;22; ; ;7/29/2015 19:19:25;210;0; ; ; ; ; ; ; ; ;Politie krijgt nepwapens cadeau
34371;1;9;8/19/2016 13:42:33;100;2;22; ; ;7/29/2015 19:19:25;210;0; ; ; ; ; ; ; ; ;Politie krijgt nepwapens cadeau
34371;1;21;8/29/2016 14:22:55;100;2;22; ; ;7/29/2015 19:19:25;210;0; ; ; ; ; ; ; ; ;Politie krijgt nepwapens cadeau
34959;1;6;8/22/2016 9:56:57;209;2;25; ; ;2/9/2015 8:41:00;40;1;1;4;9;58;96;49; ;0;Nog nooit exporteerde Duitsland zoveel als in 2014
34959;1;9;8/19/2016 13:49:36;209;2;25; ; ;2/9/2015 8:41:00;40;1;1;4;9;58;112;49; ;0;Nog nooit exporteerde Duitsland zoveel als in 2014
34959;1;21;8/29/2016 14:32:59;209;2;25; ; ;2/9/2015 8:41:00;40;1;1;4;9;58;96;49; ;0;Nog nooit exporteerde Duitsland zoveel als in 2014
35117;1;6;8/16/2016 9:43:15;131;2;25; ; ;2/11/2015 3:17:00;42;0; ; ; ; ; ; ; ; ;Amerikaans leger bouwt ebolahulp af
35117;1;9;8/17/2016 20:38:38;131;2;25; ; ;2/11/2015 3:17:00;42;0; ; ; ; ; ; ; ; ;Amerikaans leger bouwt ebolahulp af
35117;1;21;8/28/2016 17:39:09;131;2;25; ; ;2/11/2015 3:17:00;42;0; ; ; ; ; ; ; ; ;Amerikaans leger bouwt ebolahulp af
35191;1;6;8/17/2016 8:54:11;176;2;25; ; ;2/11/2015 15:59:00;42;0; ; ; ; ; ; ; ; ;Zwitserland wil immigratie uit EU aan banden leggen
35191;1;9;8/18/2016 17:45:37;176;2;25; ; ;2/11/2015 15:59:00;42;0; ; ; ; ; ; ; ; ;Zwitserland wil immigratie uit EU aan banden leggen
35191;1;21;8/28/2016 20:34:29;176;2;25; ; ;2/11/2015 15:59:00;42;0; ; ; ; ; ; ; ; ;Zwitserland wil immigratie uit EU aan banden leggen
35311;1;6;8/28/2016 15:23:23;1436;2;25; ; ;2/12/2015 16:01:00;43;0; ; ; ; ; ; ; ; ;Kamp hakt nog geen knoop door over gaswinning
35311;1;9;8/19/2016 17:21:29;1436;2;25; ; ;2/12/2015 16:01:00;43;0; ; ; ; ; ; ; ; ;Kamp hakt nog geen knoop door over gaswinning
35311;1;21;8/29/2016 23:06:34;1436;2;25; ; ;2/12/2015 16:01:00;43;0; ; ; ; ; ; ; ; ;Kamp hakt nog geen knoop door over gaswinning
35357;1;6;8/30/2016 11:12:52;2079;2;25; ; ;2/13/2015 1:00:00;44;0; ; ; ; ; ; ; ; ;Het kwik-fitmodel: tjak, tjak, tjak, volgende patiënt
35357;1;9;8/21/2016 22:28:52;2079;2;25; ; ;2/13/2015 1:00:00;44;0; ; ; ; ; ; ; ; ;Het kwik-fitmodel: tjak, tjak, tjak, volgende patiënt
35357;1;21;8/31/2016 13:22:16;2079;2;25; ; ;2/13/2015 1:00:00;44;0; ; ; ; ; ; ; ; ;Het kwik-fitmodel: tjak, tjak, tjak, volgende patiënt
35625;1;6;8/29/2016 12:06:02;412;2;25; ; ;2/18/2015 1:00:00;49;0; ; ; ; ; ; ; ; ;Bezetting Bungehuis is een noodzakelijk kwaad
35625;1;9;8/21/2016 14:15:43;412;2;25; ; ;2/18/2015 1:00:00;49;0; ; ; ; ; ; ; ; ;Bezetting Bungehuis is een noodzakelijk kwaad
35625;1;21;8/30/2016 22:47:10;412;2;25; ; ;2/18/2015 1:00:00;49;0; ; ; ; ; ; ; ; ;Bezetting Bungehuis is een noodzakelijk kwaad
35903;1;6;8/22/2016 9:09:30;245;2;25; ; ;2/22/2015 14:52:00;53;0; ; ; ; ; ; ; ; ;Financiële steun oud-NBA'er Rik Smits aan basketbalploeg
35903;1;9;8/19/2016 10:14:08;245;2;25; ; ;2/22/2015 14:52:00;53;0; ; ; ; ; ; ; ; ;Financiële steun oud-NBA'er Rik Smits aan basketbalploeg
35903;1;21;8/29/2016 12:31:44;245;2;25; ; ;2/22/2015 14:52:00;53;0; ; ; ; ; ; ; ; ;Financiële steun oud-NBA'er Rik Smits aan basketbalploeg
35925;1;6;8/17/2016 8:36:31;507;2;25; ; ;2/23/2015 1:00:00;54;0; ; ; ; ; ; ; ; ;Lust For Life, The Last Kiss, Slumdog Millionaire
35925;1;9;8/18/2016 15:43:30;507;2;25; ; ;2/23/2015 1:00:00;54;0; ; ; ; ; ; ; ; ;Lust For Life, The Last Kiss, Slumdog Millionaire
35925;1;21;8/28/2016 19:17:15;507;2;25; ; ;2/23/2015 1:00:00;54;0; ; ; ; ; ; ; ; ;Lust For Life, The Last Kiss, Slumdog Millionaire
35959;1;6;8/22/2016 9:08:15;509;2;25; ; ;2/23/2015 18:35:00;54;0; ; ; ; ; ; ; ; ;Prominente klimaatscepticus mogelijk betaald voor scepsis
35959;1;9;8/19/2016 10:13:02;509;2;25; ; ;2/23/2015 18:35:00;54;0; ; ; ; ; ; ; ; ;Prominente klimaatscepticus mogelijk betaald voor scepsis
35959;1;21;8/29/2016 12:30:34;509;2;25; ; ;2/23/2015 18:35:00;54;0; ; ; ; ; ; ; ; ;Prominente klimaatscepticus mogelijk betaald voor scepsis
35967;1;6;8/16/2016 10:24:23;159;2;25; ; ;2/23/2015 20:23:00;54;0; ; ; ; ; ; ; ; ;Kabinet reageert eind maart op gasrapport
35967;1;9;8/18/2016 10:00:47;159;2;25; ; ;2/23/2015 20:23:00;54;0; ; ; ; ; ; ; ; ;Kabinet reageert eind maart op gasrapport
35967;1;21;8/28/2016 17:47:08;159;2;25; ; ;2/23/2015 20:23:00;54;0; ; ; ; ; ; ; ; ;Kabinet reageert eind maart op gasrapport
36311;1;6;8/17/2016 8:57:07;244;2;25; ; ;3/1/2015 14:02:00;60;1;1;1;9;10;96;53; ;0;Varoufakis: koste wat het kost schuld aflossen
36311;1;9;8/18/2016 17:52:11;244;2;25; ; ;3/1/2015 14:02:00;60;1;1;1;9;10;112;53; ;0;Varoufakis: koste wat het kost schuld aflossen
36311;1;21;8/28/2016 20:40:16;244;2;25; ; ;3/1/2015 14:02:00;60;1;1;1;9;7;96;53; ;0;Varoufakis: koste wat het kost schuld aflossen
36363;1;6;8/29/2016 11:28:50;202;2;25; ; ;3/2/2015 13:42:00;61;0; ; ; ; ; ; ; ; ;Nemtsovs laatste kritiek op 'waanzin' Poetin
36363;1;9;8/20/2016 11:39:47;202;2;25; ; ;3/2/2015 13:42:00;61;0; ; ; ; ; ; ; ; ;Nemtsovs laatste kritiek op 'waanzin' Poetin
36363;1;21;8/30/2016 21:21:59;202;2;25; ; ;3/2/2015 13:42:00;61;0; ; ; ; ; ; ; ; ;Nemtsovs laatste kritiek op 'waanzin' Poetin
36439;1;6;8/17/2016 9:17:58;308;2;25; ; ;3/3/2015 14:35:00;62;0; ; ; ; ; ; ; ; ;Autobranche: 'Apple en Google serieuze concurrenten'
36439;1;9;8/19/2016 9:14:13;308;2;25; ; ;3/3/2015 14:35:00;62;0; ; ; ; ; ; ; ; ;Autobranche: 'Apple en Google serieuze concurrenten'
36439;1;21;8/28/2016 21:16:03;308;2;25; ; ;3/3/2015 14:35:00;62;0; ; ; ; ; ; ; ; ;Autobranche: 'Apple en Google serieuze concurrenten'
36591;1;6;8/30/2016 11:28:22;618;2;25; ; ;3/5/2015 9:57:00;64;0; ; ; ; ; ; ; ; ;De lunchpauze van 5 maart: Teeven: Kamer niet onjuist ingelicht
36591;1;9;8/21/2016 22:53:57;618;2;25; ; ;3/5/2015 9:57:00;64;0; ; ; ; ; ; ; ; ;De lunchpauze van 5 maart: Teeven: Kamer niet onjuist ingelicht
36591;1;21;8/31/2016 13:38:52;618;2;25; ; ;3/5/2015 9:57:00;64;0; ; ; ; ; ; ; ; ;De lunchpauze van 5 maart: Teeven: Kamer niet onjuist ingelicht
36821;1;6;8/17/2016 9:28:55;255;2;25; ; ;3/9/2015 9:58:00;68;0; ; ; ; ; ; ; ; ;Geldboete voor racisme bij voetbalselfie Leroy Fer
36821;1;9;8/19/2016 9:32:31;255;2;25; ; ;3/9/2015 9:58:00;68;0; ; ; ; ; ; ; ; ;Geldboete voor racisme bij voetbalselfie Leroy Fer
36821;1;21;8/29/2016 12:07:02;255;2;25; ; ;3/9/2015 9:58:00;68;0; ; ; ; ; ; ; ; ;Geldboete voor racisme bij voetbalselfie Leroy Fer
37151;1;6;8/28/2016 15:21:52;367;2;25; ; ;3/13/2015 9:38:00;72;0; ; ; ; ; ; ; ; ;Van der Garde houdt vol, 'maar de kans wordt kleiner'
37151;1;9;8/19/2016 17:17:33;367;2;25; ; ;3/13/2015 9:38:00;72;0; ; ; ; ; ; ; ; ;Van der Garde houdt vol, 'maar de kans wordt kleiner'
37151;1;21;8/29/2016 23:04:34;367;2;25; ; ;3/13/2015 9:38:00;72;0; ; ; ; ; ; ; ; ;Van der Garde houdt vol, 'maar de kans wordt kleiner'
37329;1;6;8/16/2016 10:49:17;640;2;25; ; ;3/16/2015 10:55:00;75;0; ; ; ; ; ; ; ; ;De lunchpauze van 16 maart: Twee kinderen ontvoerd naar Syrië e
37329;1;9;8/18/2016 10:37:53;640;2;25; ; ;3/16/2015 10:55:00;75;0; ; ; ; ; ; ; ; ;De lunchpauze van 16 maart: Twee kinderen ontvoerd naar Syrië e
37329;1;21;8/28/2016 18:16:27;640;2;25; ; ;3/16/2015 10:55:00;75;1;1;4;4;28;96;1; ;0;De lunchpauze van 16 maart: Twee kinderen ontvoerd naar Syrië e
37657;1;6;8/16/2016 9:41:44;816;2;25; ; ;3/20/2015 9:28:00;79;0; ; ; ; ; ; ; ; ;Live - Alles wat u wilt weten over de eclips
37657;1;9;8/17/2016 20:35:08;816;2;25; ; ;3/20/2015 9:28:00;79;0; ; ; ; ; ; ; ; ;Live - Alles wat u wilt weten over de eclips
37657;1;21;8/28/2016 17:32:52;816;2;25; ; ;3/20/2015 9:28:00;79;0; ; ; ; ; ; ; ; ;Live - Alles wat u wilt weten over de eclips
37809;1;6;8/30/2016 10:25:10;126;2;25; ; ;3/24/2015 1:00:00;83;0; ; ; ; ; ; ; ; ;De huidige German Ãœbermacht: een nieuwe BMW
37809;1;9;8/21/2016 21:25:20;126;2;25; ; ;3/24/2015 1:00:00;83;0; ; ; ; ; ; ; ; ;De huidige German Ãœbermacht: een nieuwe BMW
37809;1;21;8/31/2016 12:26:51;126;2;25; ; ;3/24/2015 1:00:00;83;0; ; ; ; ; ; ; ; ;De huidige German Ãœbermacht: een nieuwe BMW
38145;1;6;8/17/2016 8:51:48;875;2;25; ; ;3/28/2015 8:30:00;87;0; ; ; ; ; ; ; ; ;Schilderstalent? Op de wachtlijst
38145;1;9;8/18/2016 15:49:58;875;2;25; ; ;3/28/2015 8:30:00;87;0; ; ; ; ; ; ; ; ;Schilderstalent? Op de wachtlijst
38145;1;21;8/28/2016 19:21:55;875;2;25; ; ;3/28/2015 8:30:00;87;0; ; ; ; ; ; ; ; ;Schilderstalent? Op de wachtlijst
38167;1;6;8/22/2016 9:30:33;234;2;25; ; ;3/29/2015 6:22:00;88;0; ; ; ; ; ; ; ; ;Duizenden Tunesiërs in mars tegen terrorisme
38167;1;9;8/19/2016 12:41:15;234;2;25; ; ;3/29/2015 6:22:00;88;0; ; ; ; ; ; ; ; ;Duizenden Tunesiërs in mars tegen terrorisme
38167;1;21;8/29/2016 13:52:51;234;2;25; ; ;3/29/2015 6:22:00;88;0; ; ; ; ; ; ; ; ;Duizenden Tunesiërs in mars tegen terrorisme
38217;1;6;8/16/2016 10:25:06;835;2;25; ; ;3/30/2015 5:56:00;89;0; ; ; ; ; ; ; ; ;Maandag 30 maart: Dit is vandaag belangrijk
38217;1;9;8/18/2016 10:01:58;835;2;25; ; ;3/30/2015 5:56:00;89;0; ; ; ; ; ; ; ; ;Maandag 30 maart: Dit is vandaag belangrijk
38217;1;21;8/28/2016 17:48:36;835;2;25; ; ;3/30/2015 5:56:00;89;0; ; ; ; ; ; ; ; ;Maandag 30 maart: Dit is vandaag belangrijk
38279;1;6;8/16/2016 9:14:04;1449;2;25; ; ;3/31/2015 6:11:00;90;0; ; ; ; ; ; ; ; ;"Zware windstoten in het hele land; drukke ochtendspits"
38279;1;9;8/17/2016 17:01:21;1449;2;25; ; ;3/31/2015 6:11:00;90;0; ; ; ; ; ; ; ; ;"Zware windstoten in het hele land; drukke ochtendspits"
38279;1;21;8/23/2016 17:48:14;1449;2;25; ; ;3/31/2015 6:11:00;90;0; ; ; ; ; ; ; ; ;"Zware windstoten in het hele land; drukke ochtendspits"
38475;1;6;8/15/2016 11:51:28;648;2;25; ; ;4/2/2015 17:20:00;92;0; ; ; ; ; ; ; ; ;Doek valt voor blogster die kanker 'overwon' met gezond leven
38475;1;9;8/17/2016 16:45:59;648;2;25; ; ;4/2/2015 17:20:00;92;0; ; ; ; ; ; ; ; ;Doek valt voor blogster die kanker 'overwon' met gezond leven
38475;1;21;8/23/2016 17:37:16;648;2;25; ; ;4/2/2015 17:20:00;92;0; ; ; ; ; ; ; ; ;Doek valt voor blogster die kanker 'overwon' met gezond leven
38613;1;6;8/29/2016 11:18:49;221;2;25; ; ;4/6/2015 13:43:00;96;0; ; ; ; ; ; ; ; ;Iraakse premier: samen met Koerden Nineveh bevrijden
38613;1;9;8/20/2016 11:23:23;221;2;25; ; ;4/6/2015 13:43:00;96;0; ; ; ; ; ; ; ; ;Iraakse premier: samen met Koerden Nineveh bevrijden
38613;1;21;8/30/2016 20:29:26;221;2;25; ; ;4/6/2015 13:43:00;96;0; ; ; ; ; ; ; ; ;Iraakse premier: samen met Koerden Nineveh bevrijden
38621;1;6;8/28/2016 15:22:41;231;2;25; ; ;4/6/2015 17:10:00;96;0; ; ; ; ; ; ; ; ;Man bedreigt conducteur in trein met mes
38621;1;9;8/19/2016 17:19:25;231;2;25; ; ;4/6/2015 17:10:00;96;0; ; ; ; ; ; ; ; ;Man bedreigt conducteur in trein met mes
38621;1;21;8/29/2016 23:05:56;231;2;25; ; ;4/6/2015 17:10:00;96;0; ; ; ; ; ; ; ; ;Man bedreigt conducteur in trein met mes
38677;1;6;8/30/2016 11:00:55;2493;2;25; ; ;4/7/2015 18:03:00;97;0; ; ; ; ; ; ; ; ;Live bankenexperts: 'Goede bestuurders krijg je niet voor een to
38677;1;9;8/21/2016 22:06:18;2493;2;25; ; ;4/7/2015 18:03:00;97;0; ; ; ; ; ; ; ; ;Live bankenexperts: 'Goede bestuurders krijg je niet voor een to
38677;1;21;8/31/2016 13:04:45;2493;2;25; ; ;4/7/2015 18:03:00;97;0; ; ; ; ; ; ; ; ;Live bankenexperts: 'Goede bestuurders krijg je niet voor een to
38959;1;6;8/16/2016 10:31:41;771;2;25; ; ;4/10/2015 10:18:00;100;0; ; ; ; ; ; ; ; ;Bellen met Willem: 'Kuijt brengt broodnodige ervaring terug'
38959;1;9;8/18/2016 10:15:49;771;2;25; ; ;4/10/2015 10:18:00;100;0; ; ; ; ; ; ; ; ;Bellen met Willem: 'Kuijt brengt broodnodige ervaring terug'
38959;1;21;8/28/2016 17:54:52;771;2;25; ; ;4/10/2015 10:18:00;100;0; ; ; ; ; ; ; ; ;Bellen met Willem: 'Kuijt brengt broodnodige ervaring terug'
39043;1;6;8/30/2016 11:29:23;165;2;25; ; ;4/12/2015 15:39:00;102;0; ; ; ; ; ; ; ; ;'Zeikstraal' Wiggins neemt afscheid met speciale bijrol
39043;1;9;8/21/2016 22:54:56;165;2;25; ; ;4/12/2015 15:39:00;102;0; ; ; ; ; ; ; ; ;'Zeikstraal' Wiggins neemt afscheid met speciale bijrol
39043;1;21;8/31/2016 13:39:32;165;2;25; ; ;4/12/2015 15:39:00;102;0; ; ; ; ; ; ; ; ;'Zeikstraal' Wiggins neemt afscheid met speciale bijrol
39625;1;6;8/30/2016 10:27:37;315;2;25; ; ;4/22/2015 0:00:00;112;0; ; ; ; ; ; ; ; ;Haal het beste uit alle leerlingen
39625;1;9;8/21/2016 21:30:23;315;2;25; ; ;4/22/2015 0:00:00;112;0; ; ; ; ; ; ; ; ;Haal het beste uit alle leerlingen
39625;1;21;8/31/2016 12:33:27;315;2;25; ; ;4/22/2015 0:00:00;112;0; ; ; ; ; ; ; ; ;Haal het beste uit alle leerlingen
39807;1;6;8/17/2016 9:31:37;268;2;25; ; ;4/24/2015 10:25:00;114;0; ; ; ; ; ; ; ; ;Opgerolde terroristencel plande aanslag op Vaticaan
39807;1;9;8/19/2016 9:37:38;268;2;25; ; ;4/24/2015 10:25:00;114;0; ; ; ; ; ; ; ; ;Opgerolde terroristencel plande aanslag op Vaticaan
39807;1;21;8/29/2016 12:12:22;268;2;25; ; ;4/24/2015 10:25:00;114;0; ; ; ; ; ; ; ; ;Opgerolde terroristencel plande aanslag op Vaticaan
39837;1;6;8/25/2016 10:20:19;882;2;25; ; ;4/25/2015 10:00:00;115;0; ; ; ; ; ; ; ; ;China kent elke burger score toe - ook voor internetgedrag
39837;1;9;8/19/2016 16:52:34;882;2;25; ; ;4/25/2015 10:00:00;115;0; ; ; ; ; ; ; ; ;China kent elke burger score toe - ook voor internetgedrag
39837;1;21;8/29/2016 22:50:37;882;2;25; ; ;4/25/2015 10:00:00;115;0; ; ; ; ; ; ; ; ;China kent elke burger score toe - ook voor internetgedrag
40117;1;6;8/16/2016 9:10:32;499;2;25; ; ;4/29/2015 19:14:00;119;0; ; ; ; ; ; ; ; ;Te koop: eigenzinnig weekblad Elsevier
40117;1;9;8/17/2016 16:54:59;499;2;25; ; ;4/29/2015 19:14:00;119;0; ; ; ; ; ; ; ; ;Te koop: eigenzinnig weekblad Elsevier
40117;1;21;8/23/2016 17:43:37;499;2;25; ; ;4/29/2015 19:14:00;119;0; ; ; ; ; ; ; ; ;Te koop: eigenzinnig weekblad Elsevier
40533;1;6;8/16/2016 9:26:35;226;2;25; ; ;5/8/2015 4:38:00;128;0; ; ; ; ; ; ; ; ;Russisch ruimtevaartuig opgebrand in val
40533;1;9;8/17/2016 20:27:21;226;2;25; ; ;5/8/2015 4:38:00;128;0; ; ; ; ; ; ; ; ;Russisch ruimtevaartuig opgebrand in val
40533;1;21;8/23/2016 18:18:35;226;2;25; ; ;5/8/2015 4:38:00;128;0; ; ; ; ; ; ; ; ;Russisch ruimtevaartuig opgebrand in val
40829;1;6;8/29/2016 11:55:54;990;2;25; ; ;5/13/2015 15:04:00;133;0; ; ; ; ; ; ; ; ;'Jesse Klaver moet eerst maar eens een toontje lager zingen'
40829;1;9;8/20/2016 12:16:25;990;2;25; ; ;5/13/2015 15:04:00;133;0; ; ; ; ; ; ; ; ;'Jesse Klaver moet eerst maar eens een toontje lager zingen'
40829;1;21;8/30/2016 22:27:12;990;2;25; ; ;5/13/2015 15:04:00;133;0; ; ; ; ; ; ; ; ;'Jesse Klaver moet eerst maar eens een toontje lager zingen'
40877;1;6;8/16/2016 10:33:05;110;2;25; ; ;5/15/2015 0:00:00;135;1;1;1;9;27;96;52; ;0;Is rentestijging een raadsel?
40877;1;9;8/18/2016 10:16:48;110;2;25; ; ;5/15/2015 0:00:00;135;1;1;3;9;27;120;30; ;1;Is rentestijging een raadsel?
40877;1;21;8/28/2016 17:55:53;110;2;25; ; ;5/15/2015 0:00:00;135;1;1;3;9;2;96;33; ;1;Is rentestijging een raadsel?
40957;1;6;8/29/2016 12:06:55;299;2;25; ; ;5/17/2015 13:08:00;137;0; ; ; ; ; ; ; ; ;Nieuwe spoorstaking in Duitsland dreigt
40957;1;9;8/21/2016 14:16:57;299;2;25; ; ;5/17/2015 13:08:00;137;0; ; ; ; ; ; ; ; ;Nieuwe spoorstaking in Duitsland dreigt
40957;1;21;8/30/2016 22:47:50;299;2;25; ; ;5/17/2015 13:08:00;137;0; ; ; ; ; ; ; ; ;Nieuwe spoorstaking in Duitsland dreigt
41039;1;6;8/29/2016 11:53:50;594;2;25; ; ;5/19/2015 0:00:00;139;0; ; ; ; ; ; ; ; ;Het OM is geen strafbeschikkingsmachine
41039;1;9;8/20/2016 12:13:27;594;2;25; ; ;5/19/2015 0:00:00;139;0; ; ; ; ; ; ; ; ;Het OM is geen strafbeschikkingsmachine
41039;1;21;8/30/2016 22:19:58;594;2;25; ; ;5/19/2015 0:00:00;139;0; ; ; ; ; ; ; ; ;Het OM is geen strafbeschikkingsmachine
41249;1;6;8/17/2016 7:43:16;244;2;25; ; ;5/21/2015 20:27:00;141;1;1;4;9;3;113;73; ;0;IMF verwacht herstel Russische economie
41249;1;9;8/18/2016 10:41:28;244;2;25; ; ;5/21/2015 20:27:00;141;1;1;4;9;2;113;73; ;0;IMF verwacht herstel Russische economie
41249;1;21;8/28/2016 18:30:45;244;2;25; ; ;5/21/2015 20:27:00;141;1;1;4;9;3;96;73; ;0;IMF verwacht herstel Russische economie
41273;1;6;8/16/2016 9:08:44;397;2;25; ; ;5/22/2015 5:09:00;142;0; ; ; ; ; ; ; ; ;Verstappen oogst lof en bewondering in Monaco
41273;1;9;8/17/2016 16:52:23;397;2;25; ; ;5/22/2015 5:09:00;142;0; ; ; ; ; ; ; ; ;Verstappen oogst lof en bewondering in Monaco
41273;1;21;8/23/2016 17:42:22;397;2;25; ; ;5/22/2015 5:09:00;142;0; ; ; ; ; ; ; ; ;Verstappen oogst lof en bewondering in Monaco
41467;1;6;8/25/2016 10:17:21;894;2;25; ; ;5/26/2015 16:02:00;146;0; ; ; ; ; ; ; ; ;Nieuw bloed in de Eerste Kamer
41467;1;9;8/19/2016 16:49:09;894;2;25; ; ;5/26/2015 16:02:00;146;0; ; ; ; ; ; ; ; ;Nieuw bloed in de Eerste Kamer
41467;1;21;8/29/2016 16:28:43;894;2;25; ; ;5/26/2015 16:02:00;146;0; ; ; ; ; ; ; ; ;Nieuw bloed in de Eerste Kamer
41499;1;6;8/30/2016 11:01:47;1086;2;25; ; ;5/27/2015 7:33:00;147;0; ; ; ; ; ; ; ; ;Fyra-verhoren: 'Snelle trein kon niet op tijd klaar zijn'
41499;1;9;8/21/2016 22:07:39;1086;2;25; ; ;5/27/2015 7:33:00;147;0; ; ; ; ; ; ; ; ;Fyra-verhoren: 'Snelle trein kon niet op tijd klaar zijn'
41499;1;21;8/31/2016 13:08:03;1086;2;25; ; ;5/27/2015 7:33:00;147;0; ; ; ; ; ; ; ; ;Fyra-verhoren: 'Snelle trein kon niet op tijd klaar zijn'
41525;1;6;8/29/2016 11:55:18;61;2;25; ; ;5/27/2015 18:30:00;147;0; ; ; ; ; ; ; ; ;Mag je baas zomaar je salaris verlagen?
41525;1;9;8/20/2016 12:14:15;61;2;25; ; ;5/27/2015 18:30:00;147;0; ; ; ; ; ; ; ; ;Mag je baas zomaar je salaris verlagen?
41525;1;21;8/30/2016 22:20:49;61;2;25; ; ;5/27/2015 18:30:00;147;1;1;3;4;20;103;1; ;0;Mag je baas zomaar je salaris verlagen?
41543;1;6;8/29/2016 11:19:38;370;2;25; ; ;5/28/2015 0:00:00;148;1;1;2;9;58;96;1; ;0;Basisinkomen is het experimenteren waard
41543;1;9;8/20/2016 11:28:50;370;2;25; ; ;5/28/2015 0:00:00;148;0; ; ; ; ; ; ; ; ;Basisinkomen is het experimenteren waard
41543;1;21;8/30/2016 20:30:17;370;2;25; ; ;5/28/2015 0:00:00;148;0; ; ; ; ; ; ; ; ;Basisinkomen is het experimenteren waard
41687;1;6;8/29/2016 11:43:57;696;2;25; ; ;5/30/2015 0:00:00;150;1;0; ; ; ; ; ; ; ;Help straatarm Liberia zichzelf te ontwikkelen
41687;1;9;8/20/2016 11:49:15;696;2;25; ; ;5/30/2015 0:00:00;150;0; ; ; ; ; ; ; ; ;Help straatarm Liberia zichzelf te ontwikkelen
41687;1;21;8/30/2016 21:59:57;696;2;25; ; ;5/30/2015 0:00:00;150;0; ; ; ; ; ; ; ; ;Help straatarm Liberia zichzelf te ontwikkelen
41843;1;6;8/16/2016 9:46:05;146;2;25; ; ;6/2/2015 15:01:00;153;0; ; ; ; ; ; ; ; ;FIFA belegt persconferentie in Zürich
41843;1;9;8/18/2016 9:10:02;146;2;25; ; ;6/2/2015 15:01:00;153;0; ; ; ; ; ; ; ; ;FIFA belegt persconferentie in Zürich
41843;1;21;8/28/2016 17:43:40;146;2;25; ; ;6/2/2015 15:01:00;153;0; ; ; ; ; ; ; ; ;FIFA belegt persconferentie in Zürich
41883;1;6;8/16/2016 9:44:33;103;2;25; ; ;6/3/2015 1:34:00;154;0; ; ; ; ; ; ; ; ;'Meetgegevens gaswinning moeten openbaar'
41883;1;9;8/17/2016 20:42:01;103;2;25; ; ;6/3/2015 1:34:00;154;0; ; ; ; ; ; ; ; ;'Meetgegevens gaswinning moeten openbaar'
41883;1;21;8/28/2016 17:41:21;103;2;25; ; ;6/3/2015 1:34:00;154;0; ; ; ; ; ; ; ; ;'Meetgegevens gaswinning moeten openbaar'
42211;1;6;8/16/2016 9:11:48;81;2;25; ; ;6/9/2015 0:00:00;160;0; ; ; ; ; ; ; ; ;Is deze NAVO-flitsmacht voldoende tegen Rusland?
42211;1;9;8/17/2016 16:57:45;81;2;25; ; ;6/9/2015 0:00:00;160;0; ; ; ; ; ; ; ; ;Is deze NAVO-flitsmacht voldoende tegen Rusland?
42211;1;21;8/23/2016 17:46:03;81;2;25; ; ;6/9/2015 0:00:00;160;0; ; ; ; ; ; ; ; ;Is deze NAVO-flitsmacht voldoende tegen Rusland?
42713;1;6;8/17/2016 7:57:50;1854;2;25; ; ;6/16/2015 20:43:00;167;1;1;9;9;10;112;30; ;0;Live - Varoufakis: 'Juncker las eigen plan niet, of lijdt aan ge
42713;1;9;8/18/2016 11:58:28;1854;2;25; ; ;6/16/2015 20:43:00;167;1;1;0;9;10;112;30; ;0;Live - Varoufakis: 'Juncker las eigen plan niet, of lijdt aan ge
42713;1;21;8/28/2016 19:01:55;1854;2;25; ; ;6/16/2015 20:43:00;167;0; ; ; ; ; ; ; ; ;Live - Varoufakis: 'Juncker las eigen plan niet, of lijdt aan ge
42729;1;6;8/30/2016 10:02:39;479;2;25; ; ;6/17/2015 0:00:00;168;1;1;1;5;38;105;1; ;0;Belastingplan: btw gaat op veel producten naar 21 procent
